Depth (ft),Core,Mg,Al,Si,P,S,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE
7462,6,2.32,4.90,32.20,ND,0.2856,1.3237,1.74,0.3908,0.0272,0.0118,0.0169,1.4605,ND,0.0012,0.0022,0.0024,0.0005,ND,0.0070,0.0271,0.0023,0.0293,0.0024,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,55.25
7462,6,3.43,4.50,28.56,0.0507,0.6044,1.0556,1.42,0.3113,0.0151,0.0077,0.0121,1.4860,ND,0.0019,0.0019,0.0033,0.0005,0.0002,0.0070,0.0212,0.0020,0.0231,0.0022,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,58.48
7463,6,1.38,4.37,35.44,ND,0.3924,1.2191,2.46,0.2840,0.0235,0.0047,0.0157,1.3308,ND,0.0018,0.0017,0.0038,0.0003,ND,0.0053,0.0230,0.0017,0.0157,0.0011,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0009,ND,53.03
7463,6,1.51,3.90,34.88,ND,0.2695,1.1354,2.53,0.2757,0.0296,0.0061,0.0188,1.2999,ND,0.0016,0.0016,0.0030,0.0005,0.0002,0.0055,0.0237,0.0018,0.0183,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0016,ND,54.09
7464,6,2.18,4.62,33.14,ND,0.2542,1.2747,2.77,0.3705,0.0208,0.0078,0.0212,1.6540,ND,0.0024,0.0015,0.0021,ND,ND,0.0064,0.0231,0.0021,0.0258,0.0021,ND,ND,ND,ND,ND,ND,0,0,ND,ND,ND,53.62
7464,6,3.18,3.18,28.30,ND,0.2085,0.6574,7.68,0.2625,0.0208,0.0050,0.0660,2.8251,ND,ND,0.0019,0.0011,ND,ND,0.0040,0.0223,0.0023,0.0258,0.0014,ND,ND,ND,ND,ND,0,ND,0,ND,ND,ND,53.56
7465,6,4.29,3.27,22.60,0.0725,0.2990,0.6988,5.97,0.2779,0.0368,0.0053,0.0591,2.9473,ND,ND,0.0021,0.0015,0.0004,0.0002,0.0056,0.0241,0.0022,0.0159,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,59.41
7465,6,3.77,3.27,23.36,0.0409,0.2701,0.6707,7.36,0.2804,0.0205,0.0078,0.0695,3.1190,ND,0.0017,0.0012,0.0017,ND,0.0002,0.0051,0.0280,0.0023,0.0234,0.0019,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,57.69
7466,6,2.55,3.77,26.04,ND,0.1958,0.8951,7.46,0.3089,0.0244,0.0083,0.0670,3.0925,ND,ND,0.0011,0.0016,0.0005,0.0002,0.0054,0.0273,0.0023,0.0228,0.0015,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,55.52
7466,6,3.94,3.41,21.02,0.0299,0.5152,0.6660,9.76,0.2546,0.0215,ND,0.0908,4.3494,ND,ND,0.0015,0.0012,0.0006,0.0002,0.0047,0.0269,0.0019,0.0173,0.0015,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,55.90
7467,6,3.07,3.80,23.56,ND,0.3970,0.8972,10.63,0.2612,0.0238,0.0078,0.1004,4.6852,ND,0.0022,0.0021,0.0020,0.0004,0.0002,0.0046,0.0216,0.0020,0.0175,0.0013,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.51
7467,6,1.86,4.37,34.57,ND,0.7639,1.2874,2.25,0.3247,0.0259,0.0096,0.0195,1.8682,ND,0.0017,0.0021,0.0017,0.0006,0.0004,0.0062,0.0227,0.0019,0.0205,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.57
7468,6,1.96,5.91,32.70,ND,0.9749,1.8956,1.67,0.4322,0.0248,0.0083,0.0210,2.7465,ND,0.0027,0.0032,0.0027,0.0011,0.0006,0.0089,0.0252,0.0024,0.0283,0.0022,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,51.57
7468,6,2.37,4.96,31.98,0.0300,0.9535,1.4494,1.71,0.3416,0.0383,0.0085,0.0172,2.2460,ND,0.0024,0.0025,0.0019,0.0008,0.0005,0.0073,0.0230,0.0022,0.0224,0.0022,0,ND,ND,ND,ND,0,ND,0,ND,ND,ND,53.82
7469,6,1.75,4.32,33.78,ND,0.7186,1.3103,1.95,0.3477,0.0295,0.0062,0.0190,1.9790,ND,0.0023,0.0023,0.0018,0.0008,0.0004,0.0066,0.0232,0.0019,0.0227,0.0019,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,53.72
7469,6,2.22,5.28,33.21,ND,0.9669,1.5878,1.69,0.3868,0.0229,0.0093,0.0148,2.4074,ND,0.0022,0.0026,0.0049,0.0009,0.0006,0.0079,0.0182,0.0023,0.0236,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0020,ND,ND,ND,52.14
7470,6,1.56,4.45,36.05,ND,0.5004,1.3562,1.88,0.4450,0.0229,0.0102,0.0178,1.7693,ND,0.0015,0.0022,0.0022,0.0007,0.0004,0.0060,0.0148,0.0031,0.0442,0.0021,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.86
7470,6,1.88,5.99,33.02,ND,1.1964,1.8994,1.25,0.4343,0.0514,0.0116,0.0193,2.6352,ND,0.0036,0.0026,0.0035,0.0011,0.0009,0.0091,0.0184,0.0023,0.0257,0.0026,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0009,ND,51.54
7471,6,1.92,5.54,33.15,ND,1.0628,1.7635,1.32,0.4253,0.0294,0.0113,0.0196,2.4642,ND,0.0036,0.0028,0.0037,0.0009,0.0008,0.0082,0.0172,0.0023,0.0239,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,52.23
7471,6,1.86,6.23,32.22,ND,1.2763,2.0341,0.98,0.4388,0.0276,0.0137,0.0184,2.8748,ND,0.0042,0.0031,0.0044,0.0017,0.0009,0.0100,0.0206,0.0023,0.0290,0.0024,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,51.95
7472,6,1.19,3.09,39.57,ND,0.2794,0.8388,1.98,0.3005,ND,0.0055,0.0188,1.2870,ND,ND,0.0010,0.0011,0.0004,ND,0.0039,0.0153,0.0015,0.0274,0.0014,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.39
7472,6,1.60,5.17,34.89,ND,0.8760,1.5284,1.41,0.3568,0.0328,0.0113,0.0170,2.0486,ND,0.0017,0.0022,0.0030,0.0007,0.0004,0.0069,0.0143,0.0023,0.0243,0.0021,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.00
7473,6,2.04,6.29,33.03,ND,1.1356,2.1273,1.08,0.4363,0.0434,0.0091,0.0215,2.7647,ND,0.0039,0.0029,0.0058,0.0010,0.0009,0.0098,0.0166,0.0024,0.0296,0.0026,ND,ND,ND,ND,ND,0,ND,0,ND,ND,ND,50.94
7473,6,1.91,6.88,31.36,ND,1.4875,2.4894,1.06,0.4261,0.0418,0.0164,0.0186,3.4788,ND,0.0066,0.0042,0.0059,0.0016,0.0015,0.0113,0.0154,0.0025,0.0258,0.0024,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,0,50.75
7474,6,2.08,5.49,34.29,ND,0.9721,1.7395,1.04,0.3720,0.0283,0.0071,0.0170,2.3212,ND,0.0016,0.0032,0.0057,0.0010,0.0005,0.0084,0.0208,0.0020,0.0253,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0011,ND,51.57
7474,6,1.57,4.39,37.73,ND,0.6309,1.4358,1.19,0.3553,0.0425,0.0078,0.0178,1.7630,ND,ND,0.0025,0.0049,0.0005,0.0003,0.0065,0.0163,0.0016,0.0259,0.0018,ND,ND,ND,ND,ND,ND,0,0.0010,ND,ND,ND,50.80
7475,6,1.75,7.03,30.41,ND,1.2570,2.5257,0.94,0.4967,0.0505,0.0129,0.0206,3.2581,ND,0.0059,0.0035,0.0083,0.0013,0.0013,0.0121,0.0169,0.0025,0.0273,0.0027,ND,ND,ND,ND,ND,ND,0,0.0018,ND,0.0016,ND,52.17
7475,6,1.65,6.56,30.04,0.8413,1.4800,2.4245,2.82,0.4354,0.0513,0.0182,0.0228,3.3386,ND,0.0080,0.0043,0.0058,0.0011,0.0014,0.0116,0.0261,0.0073,0.0222,0.0025,ND,ND,ND,ND,ND,ND,0,0.0023,ND,ND,ND,50.22
7476,6,2.21,4.89,35.04,ND,0.8218,1.5641,0.77,0.3531,0.0284,0.0096,0.0163,2.0669,ND,0.0023,0.0023,0.0033,0.0005,0.0004,0.0080,0.0236,0.0021,0.0234,0.0021,ND,ND,ND,ND,ND,0,ND,0.0014,ND,ND,ND,52.16
7476,6,1.49,2.56,38.12,ND,0.4780,0.6257,1.40,0.3270,0.0694,ND,0.0143,1.0310,ND,ND,0.0021,0.0010,0.0004,0.0002,0.0036,0.0175,0.0012,0.0203,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0009,ND,53.83
7477,6,1.43,4.89,34.95,ND,0.7854,1.5371,0.91,0.3810,0.0358,0.0055,0.0165,2.0493,ND,0.0013,0.0023,0.0022,0.0007,0.0005,0.0074,0.0169,0.0020,0.0265,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0010,ND,52.94
7477,6,1.29,4.93,34.31,ND,0.8523,1.5356,0.82,0.3835,0.0560,0.0085,0.0167,2.1608,ND,0.0020,0.0032,0.0044,0.0008,0.0005,0.0079,0.0187,0.0021,0.0251,0.0023,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0014,ND,53.57
7478,6,1.97,7.64,31.73,ND,0.9769,2.7873,0.64,0.4730,0.0396,0.0183,0.0187,3.1369,ND,0.0079,0.0048,0.0085,0.0008,0.0015,0.0137,0.0194,0.0025,0.0250,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0022,ND,0.0013,ND,50.48
7478,6,1.33,4.11,38.06,ND,0.3753,1.2424,1.63,0.2528,0.0263,0.0071,0.0189,1.6453,ND,0.0018,0.0011,0.0101,0.0004,ND,0.0055,0.0152,0.0017,0.0142,0.0012,ND,ND,ND,ND,ND,0,ND,0.0009,ND,ND,ND,51.26
7479,6,1.36,2.68,39.03,ND,0.3397,0.7034,1.86,0.2973,0.0222,0.0065,0.0138,1.0587,ND,ND,0.0009,0.0020,ND,ND,0.0037,0.0163,0.0016,0.0289,0.0016,ND,ND,ND,ND,ND,0.0010,ND,0.0008,ND,ND,ND,52.57
7479,6,1.85,6.64,31.91,ND,1.0737,2.3288,0.90,0.5488,0.0641,0.0122,0.0226,3.0026,ND,0.0049,0.0042,0.0116,0.0007,0.0011,0.0112,0.0206,0.0023,0.0261,0.0027,ND,ND,ND,ND,ND,ND,ND,0.0020,ND,0.0009,ND,51.56
7480,6,2.01,6.63,30.92,0.5247,1.6595,2.3016,2.56,0.4875,0.0420,0.0165,0.0213,3.4287,ND,0.0072,0.0039,0.0043,0.0011,0.0010,0.0110,0.0246,0.0054,0.0224,0.0026,ND,ND,ND,ND,ND,0,ND,0.0027,ND,0.0014,ND,49.30
7480,6,2.26,5.06,33.95,ND,1.0631,1.4497,1.23,0.3607,0.0363,0.0061,0.0192,2.3308,ND,0.0030,0.0022,0.0042,0.0008,0.0005,0.0078,0.0208,0.0017,0.0222,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,0.0011,ND,52.17
7481,6,1.40,5.25,34.53,ND,0.9339,1.6493,1.51,0.3769,0.0354,0.0118,0.0178,2.4501,ND,0.0016,0.0022,0.0040,0.0005,0.0006,0.0082,0.0202,0.0017,0.0228,0.0016,ND,ND,ND,ND,ND,ND,0,0.0016,ND,ND,ND,51.77
7481,6,1.18,2.59,21.90,0.0663,0.4019,0.4024,21.11,0.2093,0.0345,0.0056,0.0841,1.6893,ND,ND,0.0014,0.0015,ND,0.0002,0.0024,0.0961,0.0022,0.0111,0.0010,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,0.0015,ND,50.21
7482,6,2.70,3.72,21.01,0.0744,0.7883,0.9476,11.82,0.2651,0.0382,0.0097,0.1095,5.2447,ND,0.0027,0.0020,0.0019,0.0006,0.0004,0.0053,0.0315,0.0029,0.0149,0.0013,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,53.20
7482,6,2.51,5.42,33.60,ND,0.7341,1.6078,1.28,0.4011,0.0392,0.0094,0.0199,2.1795,ND,0.0028,0.0025,0.0030,0.0006,0.0004,0.0083,0.0191,0.0019,0.0241,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,52.13
7483,6,1.88,4.85,32.71,0.0501,0.9639,1.3986,2.13,0.3395,0.0439,0.0073,0.0182,2.0988,ND,0.0038,0.0023,0.0026,0.0008,0.0005,0.0071,0.0245,0.0023,0.0177,0.0017,ND,ND,ND,ND,ND,ND,0,0.0014,ND,0.0014,ND,53.44
7483,6,1.49,5.06,32.48,ND,0.9501,1.4909,1.65,0.5167,0.1175,0.0085,0.0192,2.2527,ND,0.0028,0.0021,0.0030,0.0006,0.0004,0.0077,0.0277,0.0022,0.0246,0.0024,ND,ND,ND,ND,ND,0,ND,0.0013,ND,0.0010,ND,53.88
7484,6,2.19,5.28,34.96,ND,0.6427,1.5039,1.47,0.3889,0.0431,0.0063,0.0186,1.9701,ND,0.0019,0.0015,0.0023,0.0006,0.0002,0.0075,0.0220,0.0018,0.0239,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,51.46
7484,6,1.32,3.09,36.77,ND,0.4104,0.8252,3.02,0.3792,0.1048,ND,0.0241,1.1248,ND,ND,0.0016,0.0018,ND,0.0002,0.0040,0.0334,0.0018,0.0158,0.0015,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,ND,ND,52.87
7485,6,2.04,5.10,33.08,ND,0.8394,1.4807,1.42,0.4015,0.0519,ND,0.0212,2.1760,ND,0.0017,0.0032,0.0028,0.0005,0.0003,0.0080,0.0285,0.0021,0.0230,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,53.32
7485,6,1.74,5.33,34.44,ND,0.9061,1.6224,1.18,0.3777,0.0265,0.0077,0.0148,2.0177,ND,0.0020,0.0019,0.0022,0.0006,0.0003,0.0080,0.0348,0.0019,0.0249,0.0018,ND,ND,ND,ND,ND,0,ND,0.0010,ND,0.0014,ND,52.24
7486,6,1.89,5.50,33.48,ND,1.0069,1.7225,0.77,0.3752,0.0315,0.0107,0.0171,2.1963,ND,0.0020,0.0027,0.0027,0.0007,0.0004,0.0087,0.0359,0.0021,0.0233,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0010,ND,52.91
7486,6,1.74,6.02,33.19,ND,1.0489,1.9932,0.66,0.4493,0.0472,0.0106,0.0172,2.4726,ND,0.0041,0.0031,0.0055,0.0007,0.0004,0.0096,0.0301,0.0022,0.0262,0.0025,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,52.25
7487,6,1.89,2.71,34.04,ND,0.1853,0.5757,5.88,0.2935,0.0409,0.0054,0.0562,2.0840,ND,ND,0.0016,0.0013,0.0003,ND,0.0032,0.0608,0.0023,0.0252,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,0.0012,ND,52.14
7487,6,0.99,3.29,38.66,ND,0.2966,0.9344,1.90,0.2440,0.0446,ND,0.0150,0.8713,ND,ND,0.0013,0.0021,ND,0.0002,0.0039,0.0208,0.0013,0.0130,0.0010,ND,ND,ND,ND,ND,ND,ND,0.0008,ND,0.0009,ND,52.70
7488,6,1.99,6.93,32.69,ND,0.9150,2.4113,0.75,0.4703,0.0411,0.0104,0.0194,2.7298,ND,0.0062,0.0030,0.0051,0.0006,0.0007,0.0107,0.0217,0.0025,0.0286,0.0026,ND,ND,ND,ND,ND,ND,ND,0.0019,ND,ND,ND,50.95
7488,6,1.82,4.99,34.90,ND,0.7914,1.5503,1.51,0.3272,0.0192,0.0062,0.0211,1.9360,ND,0.0018,0.0024,0.0043,0.0007,0.0002,0.0074,0.0200,0.0018,0.0221,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0017,ND,52.07
7489,6,1.30,4.94,34.67,ND,0.5167,1.5524,1.32,0.3854,0.0596,0.0058,0.0271,1.7240,ND,0.0020,0.0021,0.0307,0.0004,ND,0.0070,0.0188,0.0019,0.0230,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0010,ND,53.41
7489,6,1.64,5.06,35.50,ND,0.6601,1.5893,0.83,0.4215,0.0466,0.0064,0.0234,1.8858,ND,0.0019,0.0030,0.0038,0.0006,0.0002,0.0077,0.0215,0.0021,0.0316,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,ND,52.26
7490,6,1.62,5.27,33.69,ND,0.6180,1.7669,0.85,0.4655,0.0316,0.0057,0.0217,2.0233,ND,0.0026,0.0025,0.0037,0.0005,0.0004,0.0092,0.0220,0.0022,0.0327,0.0024,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,53.56
7490,6,2.36,5.20,33.01,ND,0.8505,1.5648,0.77,0.3640,0.0255,0.0063,0.0181,1.9139,ND,0.0021,0.0026,0.0030,0.0004,0.0002,0.0084,0.0293,0.0022,0.0276,0.0020,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,53.83
7491,6,1.75,5.78,33.35,ND,0.7571,1.8013,0.91,0.4768,0.0408,0.0087,0.0193,2.0071,ND,0.0027,0.0024,0.0035,0.0005,0.0004,0.0086,0.0244,0.0024,0.0295,0.0027,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,53.03
7491,6,1.69,6.10,32.96,ND,0.8476,1.9193,1.21,0.4515,0.0479,0.0092,0.0207,2.4212,ND,0.0035,0.0027,0.0036,0.0008,0.0006,0.0092,0.0224,0.0025,0.0284,0.0026,ND,ND,ND,ND,ND,0,ND,0,ND,0.0013,ND,52.24
7492,6,1.94,5.40,32.92,ND,1.3143,1.6851,1.29,0.3900,0.0267,0.0088,0.0168,2.5488,ND,0.0034,0.0026,0.0032,0.0010,0.0006,0.0088,0.0278,0.0026,0.0241,0.0026,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,52.38
7492,6,2.07,4.47,31.64,ND,0.5212,1.2283,4.80,0.3614,0.0249,0.0096,0.0488,2.7072,ND,0.0014,0.0013,0.0022,0.0005,0.0003,0.0055,0.0243,0.0023,0.0265,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.06
7493,6,1.64,3.61,36.30,ND,0.3792,0.9839,3.55,0.3225,0.0216,ND,0.0322,1.6752,ND,ND,0.0011,0.0013,0.0004,ND,0.0045,0.0205,0.0023,0.0212,0.0014,ND,ND,ND,ND,ND,0,ND,0,ND,0.0009,ND,51.44
7493,6,2.58,4.13,27.27,ND,0.6651,1.0889,8.05,0.2828,0.0275,0.0080,0.0832,3.8427,ND,ND,0.0019,0.0018,0.0003,0.0003,0.0054,0.0216,0.0023,0.0199,0.0013,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.91
7494,6,3.62,3.86,22.57,ND,0.3737,0.8992,11.28,0.2867,0.0212,0.0046,0.1105,4.8042,ND,ND,0.0014,0.0031,0.0004,0.0002,0.0047,0.0221,0.0022,0.0179,0.0013,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.11
7494,6,2.67,3.42,25.23,ND,0.4879,0.8058,10.72,0.2513,0.0255,0.0046,0.0975,4.2680,ND,ND,0.0018,0.0023,0.0003,0.0002,0.0041,0.0202,0.0019,0.0164,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.97
7495,6,3.15,2.78,22.19,ND,0.2744,0.5695,13.88,0.2710,0.0140,ND,0.1330,4.8455,ND,ND,0.0010,0.0016,0.0004,ND,0.0032,0.0243,0.0025,0.0274,0.0013,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,51.83
7495,6,1.49,7.32,30.28,0.1101,2.2655,2.6016,1.26,0.5653,0.0310,0.0215,0.0240,4.1933,ND,0.0134,0.0060,0.0035,0.0017,0.0017,0.0121,0.0219,0.0037,0.0286,0.0032,0,ND,ND,ND,ND,ND,0,0,ND,0.0012,ND,49.74
7496,6,1.47,3.38,33.81,ND,0.8026,0.7438,6.39,0.6570,0.2331,ND,0.0547,1.6271,ND,ND,0.0010,0.0010,0.0008,ND,0.0027,0.6413,0.0016,0.0487,0.0015,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0091,ND,50.12
7496,6,3.44,3.17,22.50,ND,0.3832,0.6762,13.42,0.2539,0.0194,ND,0.1206,4.9017,ND,ND,0.0023,0.0011,ND,0.0003,0.0036,0.0224,0.0024,0.0237,0.0012,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.06
7497,6,1.52,4.78,33.97,ND,0.8649,1.4777,2.69,0.3626,0.0391,0.0054,0.0243,1.9458,ND,0.0025,0.0025,0.0019,0.0008,0.0005,0.0067,0.0189,0.0023,0.0207,0.0017,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.26
7497,6,1.44,3.78,36.16,ND,0.5374,1.0379,4.39,0.3356,0.0318,0.0074,0.0264,1.4880,ND,ND,0.0008,0.0017,0.0004,0.0002,0.0046,0.0288,0.0018,0.0208,0.0014,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,50.71
7498,6,1.48,4.03,29.56,ND,0.3972,0.9764,5.40,0.3407,0.0261,0.0052,0.0587,2.5008,ND,ND,0.0019,0.0025,0.0003,0.0002,0.0052,0.0249,0.0024,0.0292,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0011,ND,55.15
7498,6,1.27,3.45,36.34,ND,0.2406,0.8396,4.28,0.3496,0.0329,0.0062,0.0334,1.3724,ND,ND,0.0012,0.0028,0.0003,0.0002,0.0039,0.0391,0.0020,0.0271,0.0016,ND,ND,ND,ND,ND,0,ND,0,ND,ND,ND,51.71
7499,6,1.88,4.83,31.03,ND,0.3749,1.2476,4.40,0.3917,0.0366,0.0077,0.0411,2.2076,ND,ND,0.0029,0.0030,0.0004,0.0002,0.0064,0.0216,0.0025,0.0264,0.0019,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,53.49
7499,6,2.34,4.77,29.76,ND,0.4696,1.2377,4.68,0.3788,0.0259,0.0093,0.0456,2.5560,ND,ND,0.0026,0.0021,0.0005,ND,0.0064,0.0202,0.0026,0.0264,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0012,ND,53.66
7500,6,1.25,4.06,35.44,ND,0.3740,1.1066,3.22,0.3146,0.0274,0.0049,0.0216,1.3628,ND,ND,0.0016,0.0025,ND,ND,0.0048,0.0261,0.0020,0.0243,0.0014,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,0.0010,ND,52.76
7500,6,1.82,6.83,31.89,ND,1.4550,2.2491,0.91,0.5666,0.0294,0.0162,0.0170,3.1956,ND,0.0051,0.0042,0.0038,0.0012,0.0007,0.0111,0.0212,0.0027,0.0281,0.0031,ND,ND,ND,ND,ND,ND,0,0,ND,0.0010,ND,50.94
7501,6,1.21,3.34,35.91,ND,0.3573,0.8316,4.38,0.3067,0.0305,ND,0.0286,1.3777,ND,0.0017,0.0017,0.0018,0.0003,ND,0.0040,0.0328,0.0023,0.0268,0.0011,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.15
7501,6,1.37,4.65,32.85,ND,0.6278,1.3389,2.93,0.3950,0.0425,0.0088,0.0209,1.7758,ND,0.0018,0.0025,0.0026,0.0005,ND,0.0061,0.0242,0.0019,0.0256,0.0015,ND,ND,ND,ND,ND,ND,0,0,ND,ND,ND,53.92
7502,6,1.55,5.10,33.69,ND,0.5948,1.4488,2.71,0.3791,0.0332,0.0117,0.0208,1.7945,ND,0.0013,0.0019,0.0031,0.0005,ND,0.0064,0.0250,0.0021,0.0249,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,0.0010,ND,52.61
7502,6,1.36,4.22,35.96,ND,0.6708,1.2072,3.07,0.3018,0.0238,0.0081,0.0213,1.5997,ND,0.0018,0.0012,0.0796,ND,0.0002,0.0053,0.0220,0.0016,0.0187,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.42
7503,6,1.41,4.63,34.78,ND,0.7122,1.3324,2.97,0.3736,0.0238,0.0084,0.0247,1.7742,ND,0.0024,0.0018,0.0038,0.0006,0.0004,0.0059,0.0206,0.0019,0.0245,0.0019,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,51.90
7503,6,1.42,4.76,35.04,ND,0.9053,1.4137,2.61,0.3677,0.0268,0.0094,0.0213,1.8819,ND,0.0022,0.0012,0.0036,0.0005,0.0003,0.0065,0.0214,0.0022,0.0219,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,51.48
7504,6,1.64,6.68,32.57,ND,1.4776,2.2486,0.88,0.4269,0.0343,0.0161,0.0170,2.9843,ND,0.0075,0.0028,0.0042,0.0014,0.0012,0.0103,0.0221,0.0025,0.0256,0.0025,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,50.94
7504,6,1.23,3.62,38.46,ND,0.4096,1.1359,2.51,0.2376,0.0259,0.0063,0.0175,1.3532,ND,0.0013,0.0015,0.0074,0.0004,0.0003,0.0056,0.0213,0.0022,0.0111,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,50.94
7505,6,1.72,4.67,35.77,ND,0.4544,1.4579,1.72,0.3257,0.0321,0.0058,0.0290,1.8410,ND,0.0016,0.0025,0.0054,0.0003,0.0002,0.0067,0.0200,0.0023,0.0221,0.0018,ND,ND,ND,ND,ND,0,ND,0,ND,ND,ND,51.91
7505,6,1.52,3.44,38.26,ND,0.1974,0.8920,2.00,0.2742,0.0237,0.0055,0.0188,1.1987,ND,ND,0.0015,0.0047,0.0003,0.0002,0.0042,0.0157,0.0019,0.0215,0.0011,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,52.12
7506,6,2.10,7.73,29.12,ND,1.3244,2.7557,1.21,0.4752,0.0437,0.0112,0.0306,3.6942,ND,0.0111,0.0048,0.0051,0.0012,0.0008,0.0135,0.0170,0.0033,0.0216,0.0025,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,51.42
7506,6,2.18,9.00,29.38,ND,1.0375,3.2867,1.16,0.4908,0.0342,0.0121,0.0248,3.4241,ND,0.0057,0.0042,0.0030,0.0010,0.0005,0.0166,0.0181,0.0036,0.0203,0.0029,ND,ND,ND,ND,ND,ND,0,0,ND,0.0014,ND,49.90
7507,6,1.74,8.66,29.78,ND,0.6013,3.1618,0.61,0.4993,0.0479,0.0117,0.0284,3.0190,ND,0.0036,0.0038,0.0063,0.0006,0.0002,0.0168,0.0155,0.0027,0.0234,0.0028,ND,ND,ND,ND,ND,ND,0,0,ND,0.0015,ND,51.77
7507,6,1.77,7.44,31.32,ND,0.4992,2.6323,1.01,0.4789,0.0426,0.0070,0.0269,2.6755,ND,0.0040,0.0033,0.0058,0.0006,0.0002,0.0132,0.0161,0.0024,0.0276,0.0028,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0011,ND,52.03
7508,6,1.62,6.73,31.13,ND,1.6013,2.3204,1.71,0.4615,0.0408,0.0100,0.0274,3.4795,ND,0.0086,0.0041,0.0256,0.0013,0.0008,0.0109,0.0226,0.0026,0.0195,0.0024,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0011,ND,50.77
